,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side
44,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,599.0,0.0,1.0,25,1.0
45,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,1.0
46,1.0,0.0,1.0,34.0,0.0,0.0,0.0,39.0,1.0,556.0,1.0,22,2.0
47,1.0,0.0,3.0,24.0,0.0,0.0,22.0,82.0,0.0,686.0,3.0,4,2.0
48,1.0,0.0,1.0,29.0,0.0,14.0,869.0,177.29552524527398,1.0,0.0,2.0,14,2.0
49,1.0,0.0,1.0,20.0,0.0,1037.0,1.0,2.0,0.0,1576.0,1.0,26,2.0
50,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15,2.0
51,2.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6,2.0
52,2.0,0.0,1.0,16.0,0.0,3966.0,2872.0,0.0,0.0,2458.0,4.0,6,2.0
53,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16,2.0
54,1.0,0.0,2.0,36.0,0.0,0.0,0.0,571.0,36.0,0.0,1.0,28,1.0
55,3.0,0.0,2.0,26.0,0.0,46.0,315.0,2305.0,0.0,97.0,6.0,4,1.0
56,1.0,0.0,1.0,40.0,0.0,413.0,514.0,1.0,0.0,0.0,1.0,28,2.0
57,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24,1.0
58,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,1.0
59,3.0,0.0,1.0,23.0,0.0,378.0,402.0,0.0,0.0,509.0,1.0,30,1.0
60,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,1.0
61,2.0,0.0,2.0,30.0,0.0,0.0,8853.0,6108.0,29.0,3523.0,5.0,2,2.0
62,1.0,0.0,1.0,56.0,0.0,0.0,44.0,23.0,723.0,0.0,3.0,6,2.0
63,2.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7,2.0
64,2.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7,2.0
65,1.0,0.0,1.0,19.0,0.0,32.0,0.0,521.0,0.0,223.0,1.0,32,1.0
66,1.0,1.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21,2.0
67,3.0,0.0,1.0,38.0,0.0,2.0,26.0,148.0,1213.0,0.0,1.0,33,2.0
68,3.0,0.0,1.0,28.65814620162446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34,2.0
69,2.0,0.0,1.0,35.0,0.0,0.0,463.0,0.0,1502.0,585.0,7.0,1,2.0
70,1.0,0.0,2.0,26.0,0.0,832.0,0.0,0.0,21.0,136.0,3.0,9,1.0
71,1.0,0.0,1.0,31.0,0.0,0.0,0.0,705.0,0.0,0.0,1.0,33,1.0
72,1.0,0.0,1.0,38.0,0.0,0.0,3.0,0.0,756.0,0.0,1.0,34,1.0
73,1.0,0.0,2.0,27.0,0.0,219.26626936829558,11.0,0.0,0.0,1172.0,1.0,35,2.0
74,3.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36,2.0
75,1.0,0.0,1.0,22.0,0.0,0.0,772.0,0.0,0.0,0.0,2.0,29,1.0
76,2.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,1.0
77,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,2.0
78,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,2.0
79,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,2.0
80,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,2.0
81,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25,2.0
82,1.0,0.0,3.0,29.0,0.0,362.0,15.0,0.0,0.0,450.0,1.0,39,2.0
83,1.0,0.0,1.0,18.0,0.0,756.0,116.0,0.0,1.0,58.0,1.0,40,2.0
84,3.0,0.0,1.0,22.0,0.0,197.0,0.0,1175.0,0.0,0.0,3.0,7,2.0
85,3.0,0.0,1.0,24.0,0.0,6.0,11.0,1404.0,0.0,0.0,1.0,37,1.0
86,3.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,1.0
87,1.0,0.0,1.0,36.0,0.0,261.0,0.0,206.0,465.0,0.0,1.0,39,1.0
88,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,2.0
89,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,2.0
90,2.0,0.0,2.0,26.0,1.0,0.0,275.0,0.0,4572.0,163.0,5.0,4,2.0
91,1.0,0.0,3.0,29.0,0.0,1669.0,2.0,242.0,155.0,0.0,1.0,43,2.0
92,1.0,0.0,1.0,40.0,0.0,44.0,0.0,565.0,0.0,18.0,2.0,33,2.0
93,2.0,0.0,1.0,36.0,0.0,33.0,439.4842963318149,0.0,12767.0,1193.0,4.0,10,2.0
94,2.0,0.0,1.0,46.0,0.0,717.0,516.0,4.0,2.0,2439.0,3.0,12,1.0
95,2.0,0.0,1.0,42.0,0.0,4762.0,20.0,0.0,4.0,41.0,3.0,12,1.0
96,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34,2.0
97,1.0,0.0,1.0,19.0,0.0,741.0,12.0,1.0,0.0,0.0,2.0,35,2.0
98,2.0,0.0,2.0,25.0,0.0,3.0,3833.0,8098.0,1531.0,0.0,6.0,7,1.0
99,1.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
100,2.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,1.0
101,2.0,0.0,2.0,39.0,0.0,0.0,25273.0,0.0,13.0,1714.0,4.0,4,1.0
102,2.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,1.0
103,2.0,0.0,1.0,35.0,0.0,0.0,1442.0,0.0,1813.0,6439.0,4.0,4,1.0
104,1.0,1.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,2.0
105,1.0,0.0,1.0,20.0,0.0,786.0,0.0,0.0,0.0,310.71003097450557,1.0,49,2.0
106,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40,2.0
107,3.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51,2.0
108,3.0,0.0,1.0,39.0,0.0,2556.0,0.0,22.0,0.0,0.0,6.0,7,2.0
109,2.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9,2.0
110,2.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9,2.0
111,1.0,0.0,1.0,50.0,0.0,0.0,0.0,78.0,751.0,78.0,2.0,41,2.0
112,1.0,0.0,3.0,41.0,0.0,0.0,0.0,728.0,0.0,0.0,1.0,48,1.0
113,3.0,0.0,2.0,19.0,0.0,1.0,0.0,2839.0,85.0,0.0,1.0,55,2.0
114,1.0,0.0,1.0,20.0,0.0,186.0,0.0,0.0,602.0,100.0,2.0,39,1.0
115,2.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,1.0
116,2.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,1.0
117,2.0,0.0,2.0,32.0,0.0,1340.0,439.4842963318149,0.0,8517.0,1256.0,4.0,5,1.0
118,3.0,0.0,1.0,44.0,0.0,696.0,0.0,462.0,46.0,94.0,3.0,12,2.0
119,3.0,0.0,1.0,18.0,0.0,1542.0,0.0,138.0,0.0,0.0,1.0,57,2.0
120,3.0,0.0,1.0,49.0,0.0,108.0,0.0,41.0,1560.0,0.0,1.0,58,2.0
121,3.0,0.0,2.0,23.0,0.0,3186.0,0.0,0.0,2.0,0.0,3.0,13,2.0
122,1.0,0.0,1.0,31.0,0.0,41.0,334.0,1.0,62.0,484.0,2.0,44,2.0
123,3.0,0.0,1.0,55.0,0.0,1054.0,0.0,2.0,0.0,1.0,6.0,10,2.0
124,3.0,0.0,1.0,60.0,0.0,60.0,0.0,7022.0,0.0,0.0,1.0,60,2.0
125,3.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60,2.0
126,3.0,0.0,1.0,34.0,0.0,301.0,0.0,79.0,919.0,0.0,3.0,14,2.0
127,3.0,0.0,0.0,14.0,0.0,123.0,0.0,0.0,1936.0,22.0,3.0,17,1.0
128,3.0,1.0,1.0,26.0,0.0,0.0,439.4842963318149,0.0,0.0,310.71003097450557,3.0,17,1.0
129,2.0,0.0,2.0,19.0,0.0,0.0,86.0,0.0,368.0,4055.0,4.0,6,1.0
130,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6,1.0
131,1.0,0.0,2.0,42.0,0.0,98.0,10.0,0.0,613.0,0.0,1.0,62,2.0
132,1.0,0.0,1.0,18.0,0.0,212.0,678.0,12.0,0.0,0.0,1.0,53,1.0
133,3.0,0.0,1.0,50.0,0.0,0.0,0.0,1299.0,0.0,0.0,3.0,15,2.0
134,1.0,0.0,1.0,26.0,0.0,0.0,439.4842963318149,0.0,1079.0,281.0,1.0,56,1.0
135,2.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
136,1.0,0.0,3.0,35.0,0.0,219.26626936829558,627.0,0.0,44.0,0.0,1.0,66,2.0
137,3.0,0.0,2.0,58.0,0.0,73.0,0.0,422.0,978.0,0.0,1.0,57,1.0
138,1.0,0.0,2.0,20.0,0.0,376.0,0.0,242.0,1.0,0.0,1.0,58,1.0
139,2.0,0.0,1.0,28.0,0.0,5.0,11549.0,132.0,4966.0,524.0,6.0,11,2.0
140,1.0,1.0,3.0,12.0,0.0,219.26626936829558,0.0,0.0,0.0,0.0,2.0,48,2.0
141,1.0,0.0,2.0,20.0,0.0,219.26626936829558,0.0,0.0,10.0,0.0,3.0,17,2.0
142,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49,2.0
143,1.0,0.0,1.0,31.0,0.0,0.0,34.0,81.0,0.0,608.0,2.0,43,1.0
144,1.0,1.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52,2.0
145,3.0,0.0,1.0,17.0,0.0,1031.0,0.0,1026.0,42.0,0.0,3.0,18,2.0
146,3.0,1.0,2.0,28.65814620162446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,2.0
147,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
148,1.0,0.0,1.0,48.0,0.0,219.26626936829558,755.0,0.0,0.0,0.0,2.0,54,2.0
149,1.0,0.0,1.0,38.0,0.0,3.0,1252.0,1.0,0.0,0.0,1.0,71,2.0
150,2.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14,2.0
151,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55,2.0
152,3.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20,1.0
153,1.0,0.0,1.0,52.0,0.0,356.0,34.0,288.0,0.0,124.0,1.0,75,2.0
154,1.0,0.0,2.0,15.0,0.0,638.0,0.0,7.0,0.0,0.0,1.0,75,2.0
155,1.0,0.0,1.0,25.0,0.0,10.0,2.0,755.0,0.0,9.0,1.0,75,2.0
156,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56,2.0
157,1.0,1.0,2.0,28.65814620162446,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56,2.0
158,1.0,0.0,1.0,16.0,0.0,1395.0,0.0,0.0,21.0,522.0,1.0,75,2.0
159,1.0,0.0,1.0,48.0,0.0,1.0,0.0,259.0,308.0,450.0,2.0,56,2.0
160,1.0,0.0,1.0,36.0,0.0,0.0,69.0,0.0,0.0,796.0,1.0,75,2.0
161,1.0,0.0,3.0,19.0,0.0,0.0,74.0,610.0,0.0,310.71003097450557,3.0,19,2.0
162,1.0,1.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58,2.0
163,2.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8,2.0
164,2.0,0.0,2.0,54.0,0.0,0.0,8.0,4391.0,4882.0,7.0,5.0,8,2.0
165,2.0,0.0,1.0,33.0,0.0,0.0,1030.0,0.0,3490.0,5832.0,7.0,4,1.0
166,2.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4,1.0
167,2.0,0.0,1.0,33.0,0.0,23.0,0.0,737.0,493.0,1373.0,7.0,4,1.0
168,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4,1.0
169,2.0,0.0,1.0,23.0,0.0,0.0,1468.0,0.0,704.0,1193.0,7.0,4,1.0
170,2.0,0.0,1.0,26.0,0.0,8.0,67.0,0.0,393.0,1975.0,7.0,4,1.0
171,3.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,2.0
172,1.0,1.0,1.0,2.0,0.0,219.26626936829558,0.0,0.0,0.0,0.0,2.0,61,2.0
173,1.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61,2.0
174,1.0,0.0,3.0,70.0,0.0,130.0,0.0,1247.0,0.0,3.0,1.0,79,2.0
175,1.0,0.0,1.0,20.0,0.0,0.0,1704.0,3.0,0.0,0.0,1.0,80,2.0
176,1.0,0.0,1.0,31.0,0.0,273.0,722.0,1.0,0.0,0.0,3.0,22,1.0
177,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,310.71003097450557,3.0,22,1.0
178,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22,1.0
179,3.0,0.0,1.0,45.0,0.0,288.0,0.0,932.0,4.0,0.0,1.0,81,2.0
180,3.0,0.0,1.0,37.0,0.0,731.0,0.0,517.0,50.0,0.0,0.0,0,0.0
181,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52,1.0
182,2.0,0.0,2.0,55.0,0.0,0.0,538.0,0.0,6.0,5288.0,6.0,11,1.0
183,1.0,0.0,1.0,18.0,0.0,0.0,251.0,177.29552524527398,0.0,553.0,1.0,86,2.0
184,1.0,0.0,1.0,36.0,0.0,6.0,0.0,0.0,783.0,0.0,0.0,0,0.0
185,3.0,0.0,1.0,59.0,0.0,1678.0,439.4842963318149,0.0,0.0,0.0,6.0,12,1.0
186,1.0,1.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67,2.0
187,1.0,0.0,2.0,46.0,0.0,4908.0,1.0,3.0,1.0,14.0,2.0,58,1.0
188,3.0,0.0,1.0,29.0,0.0,87.0,1192.0,67.0,0.0,3.0,1.0,87,2.0
189,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68,2.0
190,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,2.0
191,3.0,0.0,1.0,28.0,0.0,4.0,0.0,2219.0,0.0,0.0,1.0,88,2.0
192,1.0,0.0,1.0,26.0,0.0,708.0,183.0,10.0,0.0,0.0,1.0,70,1.0
193,1.0,0.0,1.0,32.0,0.0,642.0,0.0,759.0,332.0,1444.0,1.0,93,2.0
194,1.0,0.0,1.0,18.0,0.0,658.0,0.0,0.0,0.0,5.0,3.0,23,1.0
195,1.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,736.0,0.0,1.0,94,2.0
196,1.0,0.0,1.0,47.0,0.0,239.0,75.0,487.0,7.0,0.0,2.0,70,2.0
197,1.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70,2.0
198,1.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70,2.0
199,1.0,0.0,1.0,49.0,0.0,189.0,439.4842963318149,0.0,882.0,0.0,1.0,95,2.0
200,2.0,0.0,2.0,32.0,0.0,0.0,2116.0,6252.0,0.0,81.0,5.0,12,2.0
201,1.0,0.0,1.0,63.0,0.0,4.0,6.0,0.0,303.05244252873564,835.0,2.0,61,1.0
202,3.0,0.0,1.0,54.0,0.0,129.0,0.0,441.0,1028.0,0.0,1.0,73,1.0
203,1.0,0.0,1.0,21.0,0.0,128.0,0.0,20.0,628.0,0.0,1.0,74,1.0
204,3.0,0.0,1.0,38.0,0.0,1030.0,1347.0,197.0,3.0,0.0,6.0,14,2.0
205,3.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24,1.0
206,1.0,0.0,3.0,32.0,0.0,1.0,0.0,858.0,0.0,689.0,1.0,82,1.0
207,2.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17,1.0
208,2.0,0.0,1.0,30.0,0.0,0.0,870.0,67.0,1.0,461.0,6.0,16,2.0
209,1.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,310.71003097450557,2.0,68,1.0
210,3.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17,2.0
211,3.0,1.0,1.0,28.65814620162446,0.0,0.0,0.0,0.0,0.0,310.71003097450557,6.0,17,2.0
212,3.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17,2.0
213,3.0,0.0,1.0,59.0,0.0,53.0,0.0,2736.0,0.0,0.0,6.0,17,2.0
214,2.0,0.0,1.0,31.0,0.0,0.0,2522.0,0.0,0.0,2756.0,5.0,18,1.0
215,1.0,0.0,1.0,25.0,0.0,246.0,0.0,541.0,0.0,16.0,1.0,102,2.0
216,2.0,0.0,1.0,38.0,0.0,8.0,147.0,0.0,7668.0,46.0,5.0,14,2.0
217,2.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14,2.0
218,2.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16,1.0
219,2.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18,2.0
220,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18,2.0
221,3.0,1.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104,2.0
222,1.0,0.0,2.0,21.0,0.0,0.0,0.0,687.0,0.0,21.0,2.0,75,2.0
223,3.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31,2.0
224,3.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105,2.0
225,1.0,0.0,3.0,37.0,0.0,219.26626936829558,0.0,1022.0,15.0,0.0,1.0,106,2.0
226,3.0,0.0,1.0,34.0,0.0,648.0,0.0,371.0,38.0,0.0,6.0,17,1.0
227,1.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72,1.0
228,2.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,2.0
229,2.0,0.0,1.0,19.0,0.0,1.0,1378.0,63.0,163.0,659.0,5.0,15,2.0
230,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73,1.0
231,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73,1.0
232,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73,1.0
233,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73,1.0
234,1.0,0.0,1.0,34.0,0.0,1729.0,17.0,0.0,303.05244252873564,1298.0,2.0,73,1.0
235,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73,1.0
236,1.0,0.0,2.0,0.0,0.0,219.26626936829558,0.0,0.0,0.0,0.0,2.0,77,2.0
237,1.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77,2.0
238,3.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,2.0
239,1.0,0.0,1.0,21.0,0.0,15.0,345.0,18.0,486.0,0.0,1.0,108,2.0
240,2.0,0.0,2.0,37.0,0.0,4105.0,2081.0,1.0,118.0,446.0,6.0,20,2.0
241,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
242,1.0,0.0,0.0,17.0,0.0,441.0,0.0,131.0,315.0,5.0,2.0,76,1.0
243,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79,2.0
244,2.0,0.0,1.0,35.0,0.0,0.0,6442.0,672.0,238.0,60.0,8.0,0,1.0
245,1.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80,2.0
246,2.0,0.0,1.0,17.0,0.0,760.0,752.0,0.0,16.0,2471.0,4.0,21,1.0
247,2.0,0.0,2.0,39.0,0.0,0.0,547.0,0.0,1121.0,4641.0,4.0,21,1.0
248,2.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21,1.0
249,2.0,0.0,2.0,35.0,0.0,3424.0,20.0,0.0,442.0,1130.0,4.0,22,1.0
250,2.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22,1.0
251,1.0,0.0,3.0,29.0,0.0,0.0,0.0,288.0,395.0,0.0,3.0,34,1.0
252,3.0,0.0,1.0,15.0,0.0,4922.0,0.0,2427.0,0.0,0.0,1.0,94,1.0
253,3.0,0.0,0.0,37.0,0.0,1063.0,133.0,99.0,2.0,0.0,3.0,35,1.0
254,2.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23,1.0
255,1.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85,2.0
256,2.0,0.0,1.0,18.0,0.0,4.0,9352.0,0.0,10.0,46.0,5.0,20,1.0
257,3.0,0.0,1.0,61.0,0.0,2221.0,0.0,0.0,1.0,0.0,1.0,112,2.0
258,3.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113,2.0
259,3.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113,2.0
260,1.0,0.0,1.0,65.0,0.0,0.0,804.0,0.0,0.0,0.0,1.0,101,1.0
